File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
BU107_SorgNuta_8.tiff,Full,23,1999,2078.244525,0.961869,3006.862825,6.373978,2.259384,74.107512,492.133336,301984.423026,42655.325733,0.537,927.816299,522.954585,627.473641,732.231979,1696.062461,11148.633194,2301.609057,5329.252536,35024.46414,661.152525,4616.488125,296706.782376
BU107_SorgNuta_9.tiff,Full,4428,12555,2997.264942,4.188819,616.202346,0.704041,0.119747,18.579723,3007.088644,13816.931347,8165.416248,0.781,2721.982671,134.783281,140.49899,767.361231,433.540546,1394.35184,2422.922958,1362.007794,4380.485496,426.976906,1168.607169,12221.347272
BU107_SorgNuta_10.tiff,Full,20269,67258,14411.90434,4.666836,1878.705384,0.324872,0.119747,12.306894,17023.801271,12763.965196,17457.338771,3.457,13844.567885,369.371485,197.964971,2975.234564,1135.754986,1428.118409,9399.19823,3570.755814,4487.384727,1322.121408,2940.290676,8501.553112
BU107_SorgNuta_11a.tiff,Full,465,411,222.033877,1.851069,39.483467,0.311194,0.189337,1.060962,287.293392,27.928292,224.720985,0.112,222.033877,0,0,71.342682,0,0,224.720985,0,0,27.928292,0,0
BU107_SorgNuta_11b.tiff,Full,780,834,385.226106,2.164962,66.380548,0.374101,0.305296,1.27011,368.225982,66.577714,470.039315,0.239,385.226106,0,0,149.068928,0,0,470.039315,0,0,66.577714,0,0
BU107_SorgNuta_11c.tiff,Full,215,179,129.060735,1.386944,34.434215,0.585523,0.478988,1.857046,120.791008,54.313977,245.474134,0.189,129.060735,0,0,78.136844,0,0,245.474134,0,0,54.313977,0,0
BU107_SorgNuta_11d.tiff,Full,318,284,120.595098,2.354988,18.485246,0.245852,0.189337,1.151691,164.324502,9.379439,97.572111,0.146,120.595098,0,0,30.974534,0,0,97.572111,0,0,9.379439,0,0
BU107_SorgNuta_11e.tiff,Full,286,250,110.878346,2.254723,16.653391,0.283844,0.189337,0.871772,134.243777,11.261841,102.11051,0.085,110.878346,0,0,32.492645,0,0,102.11051,0,0,11.261841,0,0
BU107_SorgNuta_11f.tiff,Full,415,249,123.968776,2.00857,13.930702,0.17348,0.119747,0.884023,199.558733,4.4879,68.72291,0.075,123.968776,0,0,21.815646,0,0,68.72291,0,0,4.4879,0,0
BU107_SorgNuta_12a.tiff,Full,394,486,265.868412,1.827972,55.550736,0.534722,0.34912,1.902812,227.582053,107.071599,463.991012,0.109,265.868412,0,0,147.505551,0,0,463.991012,0,0,107.071599,0,0
