File.Name,Success,site,species,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,total_root_length_mm,Branching.frequency.per.mm,Network.Area.mm2,average_diameter_mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,volume_mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
110_AmpBract_2.tiff,N,110,Amphicarpa bracteata,Full,856,770,520.187688,1.480235,115.933841,0.392893,0.239494,3.146639,722.295239,159.325798,671.219444,0.571,507.794162,12.393525,0,183.151652,30.423627,0,575.6408,95.578644,0,99.471147,59.854651,0
110_AmpBract_2.tiff,N,110,Amphicarpa bracteata,Full,797,977,689.792796,1.416367,174.080004,0.452818,0.305296,3.340065,899.869851,251.861072,1021.4282,0.516,669.245463,20.547333,0,273.912384,51.032021,0,861.106377,160.321823,0,150.144966,101.716106,0
110_AmpBract_3.tiff,N,110,Amphicarpa bracteata,Full,642,729,368.729682,1.977058,65.077458,0.302782,0.189337,2.163748,491.360569,54.042053,363.271119,0.233,367.929534,0.800148,0,113.861417,1.651319,0,358.083349,5.18777,0,51.364078,2.677975,0
110_AmpBract_3.tiff,N,110,Amphicarpa bracteata,Full,736,814,633.395992,1.285136,157.304728,0.45208,0.305296,3.349711,814.957155,209.855969,923.39256,0.449,620.775738,12.620254,0,262.059149,31.726048,0,823.722242,99.670318,0,146.088107,63.767862,0
110_AmpBract_3.tiff,N,110,Amphicarpa bracteata,Full,690,926,767.379516,1.206704,219.557329,0.557698,0.378674,3.665514,894.874085,372.405777,1384.882884,0.325,742.327139,25.052378,0,378.127422,62.384089,0,1188.897488,195.985396,0,246.858483,125.547294,0
110_AmpBract_4.tiff,N,110,Amphicarpa bracteata,Full,342,380,172.47603,2.203205,31.627282,0.364987,0.189337,2.09643,204.354208,40.997754,209.850095,0.143,172.109525,0.366505,0,65.993284,0.752984,0,207.484526,2.365568,0,39.782451,1.215304,0
110_AmpBract_4.tiff,N,110,Amphicarpa bracteata,Full,480,445,318.122989,1.39883,72.444311,0.405887,0.254022,2.673608,421.851669,91.805499,424.614223,0.486,312.241368,5.881621,0,121.859027,13.117879,0,383.403192,41.211031,0,68.704197,23.101303,0
110_AmpBract_4.tiff,N,110,Amphicarpa bracteata,Full,505,508,389.638018,1.303774,102.15908,0.442241,0.267763,2.883893,536.168855,131.606851,563.086185,0.242,381.782333,7.855686,0,160.34549,18.796562,0,504.035043,59.051142,0,96.013304,35.593548,0
110_AmpBract_5.tiff,N,110,Amphicarpa bracteata,Full,124,130,47.373307,2.744161,5.608488,0.175436,0.144548,0.49373,72.713017,1.58556,26.731579,0.023,47.373307,0,0,8.508926,0,0,26.731579,0,0,1.58556,0,0
110_AmpBract_5.tiff,N,110,Amphicarpa bracteata,Full,78,50,50.65681,0.987034,12.218939,0.308235,0.305296,0.762066,84.201388,5.388984,50.265366,0.041,50.65681,0,0,15.985182,0,0,50.265366,0,0,5.388984,0,0
110_AmpBract_5.tiff,N,110,Amphicarpa bracteata,Full,63,61,62.344618,0.978432,15.01691,0.322055,0.267763,0.84674,99.595339,7.315374,63.707091,0.024,62.344618,0,0,20.255643,0,0,63.707091,0,0,7.315374,0,0
110_AmpBract_6.tiff,N,110,Amphicarpa bracteata,Full,558,594,368.327233,1.612696,87.402071,0.46869,0.305296,2.241863,503.972637,112.973442,556.660169,0.357,367.093442,1.233791,0,174.461626,2.65874,0,548.307492,8.352677,0,108.469224,4.504218,0
110_AmpBract_6.tiff,N,110,Amphicarpa bracteata,Full,676,752,606.058131,1.240805,162.984913,0.547368,0.378674,2.982881,770.340244,256.784338,1063.982771,0.421,594.861561,11.19657,0,310.728231,27.662459,0,977.078592,86.904179,0,202.42625,54.358088,0
110_AmpBract_6.tiff,N,110,Amphicarpa bracteata,Full,652,808,706.215157,1.144127,211.018232,0.63686,0.467486,3.523904,832.702185,410.05861,1447.577199,0.391,685.046781,21.168376,0,403.23389,57.283818,0,1267.614775,179.962423,0,285.624598,124.434013,0
113_AmphBract_1.tiff,N,113,Amphicarpa bracteata,Full,2792,2485,1474.712941,1.685074,358.41266,0.458873,0.239494,2.390448,2102.018142,541.200451,2203.120984,5.619,1467.977317,6.735625,0,686.397932,14.332344,0,2157.799841,45.321143,0,516.882078,24.318373,0
113_AmphBract_1.tiff,N,113,Amphicarpa bracteata,Full,3089,3176,2490.690027,1.275149,671.652706,0.476691,0.267763,3.560338,3622.944994,959.012193,3793.71907,8.964,2452.07124,38.618787,0,1109.022391,97.895103,0,3486.172534,307.546537,0,759.758812,199.25338,0
113_AmphBract_1.tiff,Y,113,Amphicarpa bracteata,Full,3139,3558,2975.253336,1.195865,876.081995,0.506835,0.338696,4.166271,4282.322109,1270.633005,4814.325604,5.389,2914.896279,60.357057,0,1372.383811,159.220696,0,4313.481955,500.843649,0,927.279017,343.353988,0
113_AmphBract_2.tiff,N,113,Amphicarpa bracteata,Full,395,517,224.188257,2.306098,38.364996,0.294966,0.189337,1.212347,288.567631,25.949863,213.651089,0.22,224.188257,0,0,67.902174,0,0,213.651089,0,0,25.949863,0,0
113_AmphBract_2.tiff,N,113,Amphicarpa bracteata,Full,602,647,396.859291,1.630301,90.158816,0.359053,0.239494,2.361782,558.239287,83.160507,463.300894,0.642,395.139248,1.720043,0,143.683353,3.738382,0,451.55642,11.744474,0,76.763708,6.3968,0
113_AmphBract_2.tiff,N,113,Amphicarpa bracteata,Full,526,686,483.745838,1.4181,130.689057,0.437742,0.254022,2.68965,656.598432,149.983906,683.288408,0.452,478.159846,5.585992,0,204.609243,12.806274,0,643.056311,40.232097,0,126.720738,23.263168,0
113_AmphBract_3.tiff,N,113,Amphicarpa bracteata,Full,215,189,150.964098,1.251953,21.949997,0.196765,0.169348,0.965432,258.351725,6.114599,93.861229,0.14,150.964098,0,0,29.823973,0,0,93.861229,0,0,6.114599,0,0
113_AmphBract_3.tiff,N,113,Amphicarpa bracteata,Full,262,190,183.558694,1.035091,33.132917,0.243434,0.239494,1.354784,311.120098,13.2125,142.663328,0.446,183.558694,0,0,45.383084,0,0,142.663328,0,0,13.2125,0,0
113_AmphBract_3.tiff,N,113,Amphicarpa bracteata,Full,324,262,224.988227,1.164505,44.134802,0.264105,0.239494,1.441946,373.154345,19.353295,190.445213,0.229,224.988227,0,0,60.591637,0,0,190.445213,0,0,19.353295,0,0
113_AmphBract_4.tiff,N,113,Amphicarpa bracteata,Full,321,253,136.062506,1.85944,24.557971,0.339644,0.189337,1.930864,173.93874,26.224197,151.87772,0.17,136.062506,0,0,48.199146,0,0,151.87772,0,0,26.224197,0,0
113_AmphBract_4.tiff,N,113,Amphicarpa bracteata,Full,457,452,305.701441,1.478567,71.390367,0.42399,0.267763,2.46865,379.188256,86.437839,421.982979,1.003,301.763583,3.937857,0,125.651002,8.579098,0,395.03095,26.95203,0,71.708552,14.729287,0
113_AmphBract_4.tiff,N,113,Amphicarpa bracteata,Full,495,595,427.093036,1.393139,108.314256,0.521953,0.34912,3.052965,468.715169,178.111912,728.599667,0.245,418.393619,8.699417,0,211.023053,20.564695,0,663.993773,64.605895,0,139.403895,38.708017,0
113_AmphBract_5.tiff,N,113,Amphicarpa bracteata,Full,313,199,104.222838,1.90937,14.638709,0.196237,0.169348,0.677392,170.687943,4.709228,66.684563,0.219,104.222838,0,0,21.202308,0,0,66.684563,0,0,4.709228,0,0
113_AmphBract_5.tiff,N,113,Amphicarpa bracteata,Full,314,282,220.978247,1.276144,44.905543,0.306664,0.239494,1.212347,334.099938,26.46617,215.778551,1.535,220.978247,0,0,68.627259,0,0,215.778551,0,0,26.46617,0,0
113_AmphBract_5.tiff,N,113,Amphicarpa bracteata,Full,301,341,264.234806,1.290519,64.869537,0.367456,0.267763,1.357428,385.869546,44.992394,310.261154,0.245,264.234806,0,0,98.733076,0,0,310.261154,0,0,44.992394,0,0
113_AmphBract_6.tiff,N,113,Amphicarpa bracteata,Full,546,403,198.073929,2.034594,31.080594,0.24562,0.169348,1.441946,291.5635,19.127152,160.978515,0.229,198.073929,0,0,51.17384,0,0,160.978515,0,0,19.127152,0,0
113_AmphBract_6.tiff,N,113,Amphicarpa bracteata,Full,618,587,438.214298,1.339527,90.992292,0.312903,0.239494,2.03922,657.759193,65.876632,446.246688,2.305,437.925202,0.289095,0,141.235323,0.584322,0,444.410986,1.835702,0,64.949002,0.92763,0
113_AmphBract_6.tiff,N,113,Amphicarpa bracteata,Full,596,690,561.662051,1.228497,138.120438,0.393403,0.267763,2.608454,771.300818,123.577645,712.24137,0.297,556.967629,4.694422,0,216.098311,10.481771,0,679.311914,32.929456,0,105.077029,18.500616,0
113_AmphBract_7.tiff,N,113,Amphicarpa bracteata,Full,1491,1122,675.822034,1.6602,135.437182,0.371483,0.189337,1.831779,1022.455701,148.087091,814.244466,1.089,675.822034,0,0,258.887243,0,0,814.244466,0,0,148.087091,0,0
113_AmphBract_7.tiff,N,113,Amphicarpa bracteata,Full,1456,1340,1060.783381,1.263217,272.236605,0.429144,0.267763,2.32969,1566.594436,277.969643,1456.904103,4.627,1058.584349,2.199032,0,458.751052,4.684486,0,1442.187356,14.716748,0,270.110276,7.859367,0
113_AmphBract_7.tiff,N,113,Amphicarpa bracteata,Full,1383,1703,1325.92188,1.284389,353.228976,0.449156,0.305296,3.048264,1898.836104,386.671613,1901.634306,1.22,1318.870597,7.051283,0,588.343141,16.665631,0,1849.277683,52.356623,0,355.123269,31.548344,0
301_PoaPrat_1.tiff,N,301,Poa pratensis,Full,226,214,86.83011,2.464583,11.299427,0.186238,0.169348,0.535525,134.573963,3.214332,52.454847,0.061,86.83011,0,0,16.678741,0,0,52.454847,0,0,3.214332,0,0
301_PoaPrat_1.tiff,N,301,Poa pratensis,Full,291,347,164.889927,2.104434,30.313437,0.300648,0.254022,1.100762,210.088272,17.881408,162.7477,0.544,164.889927,0,0,51.681058,0,0,162.7477,0,0,17.881408,0,0
301_PoaPrat_1.tiff,N,301,Poa pratensis,Full,344,390,224.138353,1.739997,46.732021,0.362204,0.254022,1.439458,281.765511,40.634863,266.571941,0.149,224.138353,0,0,84.808336,0,0,266.571941,0,0,40.634863,0,0
301_PoaPrat_10.tiff,N,301,Poa pratensis,Full,2746,3479,1550.265112,2.244132,286.429001,0.374817,0.189337,2.99248,1808.702257,476.309011,1969.590486,0.565,1509.557498,40.707614,0,531.332618,95.002145,0,1671.132446,298.458041,0,300.800498,175.508513,0
301_PoaPrat_10.tiff,Y,301,Poa pratensis,Full,2119,3623,2067.634273,1.752244,505.31238,0.585681,0.34912,5.361944,1931.694487,1452.450414,4067.224619,0.958,1932.90136,132.734048,1.998866,924.079309,358.944436,10.322413,2907.138601,1127.657202,32.428817,608.148595,802.419412,41.882406
301_PoaPrat_10.tiff,N,301,Poa pratensis,Full,2229,4035,2477.099358,1.628921,650.917971,0.764088,0.455983,6.250983,1829.097011,2753.664233,6355.938885,0.721,2225.643564,241.673881,9.781912,1300.659329,665.566728,55.113575,4090.156274,2092.638209,173.144403,996.927021,1511.694289,245.042923
301_PoaPrat_11.tiff,N,301,Poa pratensis,Full,408,382,198.721056,1.922293,51.836838,0.427053,0.254022,2.123613,250.766993,66.885914,283.0856,0.135,194.192243,4.528813,0,80.706744,9.331528,0,253.76974,29.315859,0,51.779738,15.106176,0
301_PoaPrat_11.tiff,N,301,Poa pratensis,Full,557,537,327.989649,1.637247,86.91274,0.505833,0.305296,2.541631,374.406402,141.639822,540.794531,0.272,314.284709,13.70494,0,141.092064,30.913155,0,443.677991,97.11654,0,86.715889,54.923932,0
301_PoaPrat_11.tiff,N,301,Poa pratensis,Full,591,692,432.41089,1.60033,114.429999,0.57644,0.34912,2.795525,437.346105,232.533963,809.379098,0.216,413.01474,19.396151,0,211.571442,45.792989,0,665.516179,143.862919,0,147.110414,85.423549,0
301_PoaPrat_2.tiff,N,301,Poa pratensis,Full,525,486,207.926718,2.337362,29.956745,0.241279,0.169348,1.714518,286.117801,17.816956,163.951702,0.075,207.926718,0,0,52.127249,0,0,163.951702,0,0,17.816956,0,0
301_PoaPrat_2.tiff,N,301,Poa pratensis,Full,447,603,324.794699,1.856557,63.3173,0.351106,0.254022,2.163748,391.578559,57.396578,366.887165,0.494,324.139099,0.6556,0,115.21053,1.371304,0,362.579088,4.308077,0,55.14255,2.254029,0
301_PoaPrat_2.tiff,N,301,Poa pratensis,Full,473,641,367.91595,1.742246,81.358025,0.42574,0.267763,2.287766,416.725883,97.120692,502.125333,0.093,366.622286,1.293664,0,156.996751,2.761121,0,493.451017,8.674316,0,92.483443,4.637249,0
301_PoaPrat_3.tiff,Y,301,Poa pratensis,Full,298,358,364.447539,0.982309,119.525854,0.436235,0.378674,1.524132,553.550189,75.655473,507.258699,0.37,364.447539,0,0,161.366976,0,0,507.258699,0,0,75.655473,0,0
301_PoaPrat_3.tiff,Y,301,Poa pratensis,Full,346,360,386.7006,0.930953,154.86345,0.524582,0.431754,1.862828,584.017876,124.96424,655.30822,1.192,386.7006,0,0,208.556774,0,0,655.30822,0,0,124.96424,0,0
301_PoaPrat_3.tiff,Y,301,Poa pratensis,Full,426,501,445.718345,1.124028,179.600663,0.566737,0.49373,1.992989,611.031553,172.285636,820.963432,0.405,445.718345,0,0,261.153423,0,0,820.963432,0,0,172.285636,0,0
301_PoaPrat_4.tiff,N,301,Poa pratensis,Full,2300,2622,1288.777779,2.034486,316.426972,0.58307,0.267763,6.776037,1278.1735,1199.626575,2580.705605,0.364,1199.50261,78.712408,10.562761,530.792045,227.897395,62.274714,1669.103042,715.960781,195.641783,353.793643,554.999909,290.833023
301_PoaPrat_4.tiff,N,301,Poa pratensis,Full,2188,3187,1866.825585,1.707176,543.530397,0.769117,0.34912,8.272091,1595.387257,2773.965377,4863.226409,0.748,1667.791525,174.859756,24.174303,861.979117,531.768691,153.493809,2710.410773,1670.600614,482.215022,628.172835,1363.059997,782.732545
301_PoaPrat_4.tiff,N,301,Poa pratensis,Full,1889,3257,2023.420379,1.609651,669.44982,0.907901,0.431754,8.872607,1547.916814,3800.276698,6191.49809,0.493,1741.985305,240.313116,41.121958,1010.164899,707.200057,252.597227,3175.625987,2222.314512,793.557591,796.880381,1751.053486,1252.342831
301_PoaPrat_5.tiff,N,301,Poa pratensis,Full,385,463,268.004953,1.72758,66.44866,0.3701,0.338696,1.129692,357.831447,45.958471,321.764601,0.308,268.004953,0,0,102.301304,0,0,321.764601,0,0,45.958471,0,0
301_PoaPrat_5.tiff,N,301,Poa pratensis,Full,531,405,356.52897,1.135953,99.081491,0.423347,0.267763,1.439458,506.169405,86.858681,487.618562,0.451,356.52897,0,0,155.156332,0,0,487.618562,0,0,86.858681,0,0
301_PoaPrat_5.tiff,N,301,Poa pratensis,Full,526,496,427.673969,1.159762,122.911739,0.469368,0.267763,1.745599,571.689084,131.849784,645.812143,0.374,427.673969,0,0,205.535578,0,0,645.812143,0,0,131.849784,0,0
301_PoaPrat_6.tiff,N,301,Poa pratensis,Full,1172,1192,569.649216,2.092516,96.731626,0.259583,0.189337,1.084356,793.584056,45.983257,483.06975,0.531,569.649216,0,0,153.479782,0,0,483.06975,0,0,45.983257,0,0
301_PoaPrat_6.tiff,N,301,Poa pratensis,Full,1358,1512,869.064877,1.739801,189.90888,0.371717,0.267763,1.864751,1079.211135,163.240984,1055.568354,0.816,869.064877,0,0,335.416738,0,0,1055.568354,0,0,163.240984,0,0
301_PoaPrat_6.tiff,Y,301,Poa pratensis,Full,1251,1634,1039.568516,1.571806,256.422068,0.475169,0.34912,3.0353,1167.311355,359.201024,1616.353297,0.636,1023.213579,16.354937,0,474.851982,39.090447,0,1493.547035,122.806262,0,285.010998,74.190026,0
301_PoaPrat_7.tiff,N,301,Poa pratensis,Full,2711,3773,1970.087526,1.915143,488.605216,0.55157,0.305296,5.8468,1944.859621,1394.9044,3632.997296,0.699,1879.284485,82.969663,7.833378,857.473193,255.908573,42.293042,2696.169291,803.960494,132.867511,551.46783,663.746138,179.690433
301_PoaPrat_7.tiff,Y,301,Poa pratensis,Full,2400,3419,2325.439711,1.47026,753.148747,0.800122,0.478988,7.237523,1885.410209,2870.422308,6172.639743,1.256,2101.98313,203.342891,20.11369,1283.695303,562.149429,118.051574,4035.017972,1766.751814,370.869958,1021.064356,1299.545381,549.812571
301_PoaPrat_7.tiff,N,301,Poa pratensis,Full,2512,4124,2732.148103,1.509435,932.037819,0.941128,0.592718,7.475329,1849.166815,4448.25598,8571.383683,0.848,2346.438739,358.922416,26.786948,1550.149462,1019.166021,157.280982,4873.370565,3203.900342,494.112776,1297.01093,2417.480001,733.76505
301_PoaPrat_8.tiff,N,301,Poa pratensis,Full,936,1178,535.184743,2.201109,95.518157,0.336369,0.254022,1.449386,604.446546,83.553535,591.05525,0.37,535.184743,0,0,187.741028,0,0,591.05525,0,0,83.553535,0,0
301_PoaPrat_8.tiff,N,301,Poa pratensis,Full,839,1060,664.732122,1.594627,161.145888,0.516497,0.305296,2.949039,693.149579,292.641534,1130.897421,0.681,649.527548,15.204574,0,324.441923,35.189392,0,1020.346685,110.550736,0,228.146874,64.49466,0
301_PoaPrat_8.tiff,N,301,Poa pratensis,Full,820,1124,737.819424,1.523408,199.808426,0.626779,0.34912,3.734306,713.948441,513.820431,1536.651899,0.429,697.209249,40.610175,0,385.544986,103.43252,0,1211.709056,324.942844,0,300.42873,213.3917,0
301_PoaPrat_9.tiff,N,301,Poa pratensis,Full,691,721,433.863343,1.661814,122.356088,0.664599,0.338696,3.836583,443.786919,419.727395,980.990319,0.435,383.663944,50.199399,0,175.388523,136.534516,0,551.28172,429.708599,0,117.548214,302.17918,0
301_PoaPrat_9.tiff,N,301,Poa pratensis,Full,956,1177,735.770353,1.599684,219.71327,0.704188,0.431754,4.391635,677.692657,732.595655,1740.25177,0.767,668.644574,67.125779,0,351.247869,202.31675,0,1104.176082,636.075688,0,232.887974,499.707681,0
301_PoaPrat_9.tiff,N,301,Poa pratensis,Full,985,1349,920.899343,1.464872,293.055584,0.840051,0.592718,5.081146,712.506063,1162.659803,2547.04987,0.504,828.278606,92.000209,0.620527,519.269344,287.96379,3.126171,1632.563787,904.664926,9.821156,395.050968,755.238904,12.36993
BU104_QuerElli_1.tiff,N,104,Quercus ellipsoidalis,Full,20573,51259,13735.86615,3.731763,5824.93524,3.000333,0.119747,83.71673,14082.23418,1588611.019,181646.4173,3.725,11046.82898,734.304399,1954.732774,2627.760998,2363.878781,52815.60868,8293.321615,7427.2662,165925.8295,1423.503832,6376.930378,1580810.584
BU104_QuerElli_1.tiff,Y,104,Quercus ellipsoidalis,Full,10283,37321,9249.031353,4.035125,9094.592192,5.219476,0.119747,97.066292,9588.288931,2571253.408,207456.7886,3.86,7367.25879,202.259024,1679.513538,1432.312324,663.538997,63930.4863,4528.673247,2084.569237,200843.5461,559.641652,1827.734987,2568866.031
BU104_QuerElli_1.tiff,N,104,Quercus ellipsoidalis,Full,0,42,1106.535418,0.037956,9639.058233,48.081123,45.805195,136.067994,401.972605,2707227.377,162551.7843,1.189,25.818485,51.142849,1029.574085,26.869943,176.457202,51538.51282,84.414416,554.356649,161913.0133,28.473344,511.358065,2706687.546
BU104_QuerElli_2.tiff,N,104,Quercus ellipsoidalis,Full,13717,34487,8403.126249,4.104068,2450.606233,1.085301,0.119747,54.461251,7986.158826,135182.7796,36625.70762,2.464,7119.82309,761.657481,521.645678,2037.941288,2524.194031,7086.251494,6433.602567,7929.989423,22262.11563,1295.951631,7003.516472,126883.3115
BU104_QuerElli_2.tiff,N,104,Quercus ellipsoidalis,Full,13479,47645,13610.55035,3.500593,7108.216031,2.330662,0.169348,75.903103,11749.43221,867969.0821,126698.2933,4.633,10772.45986,894.951171,1943.139321,3140.638072,3000.768822,34174.79346,9904.846343,9428.836965,107364.61,1836.30815,8438.387748,857694.3862
BU104_QuerElli_2.tiff,N,104,Quercus ellipsoidalis,Full,8928,26178,8933.724474,2.930245,8346.433547,8.727943,0.189337,118.022477,7080.916562,4598418.054,324141.6588,2.57,5617.38769,527.574282,2788.762502,1388.499227,1784.5574,99998.15905,4381.824528,5606.352419,314153.4818,767.913639,5049.978225,4592600.163
BU104_QuerElli_3.tiff,N,104,Quercus ellipsoidalis,Full,8914,30048,7510.529137,4.000783,6212.182589,4.142893,0.119747,95.439366,6554.302218,1111781.817,131023.3385,2.339,5444.931115,330.465896,1735.132126,1179.005345,1115.736067,39400.69417,3731.390101,3505.188233,123786.7601,589.52839,3157.087356,1108035.201
BU104_QuerElli_3.tiff,Y,104,Quercus ellipsoidalis,Full,6483,23494,5965.487433,3.93832,7758.501277,6.931587,0.119747,95.439366,5143.517247,2120900.102,176500.5041,2.265,4289.564812,173.971107,1501.951515,900.985003,570.442688,54703.27383,2853.002388,1792.098557,171855.4032,399.875423,1573.423019,2118926.803
BU104_QuerElli_3.tiff,N,104,Quercus ellipsoidalis,Full,6,1092,1050.88425,1.039125,8120.568685,42.941105,38.239994,138.43436,523.745337,2974311.613,147338.6918,1.039,284.264552,31.212518,735.40718,121.273426,102.005098,46675.85037,381.724766,320.458465,146636.5086,80.217719,280.333621,2973951.062
BU105_AndrGera_1.tiff,Y,105,Andropogon gerardii,Full,622,850,534.277952,1.590932,164.997802,0.75263,0.431754,3.163682,462.715778,474.237549,1317.217184,0.421,488.684865,45.593088,0,308.149792,110.898643,0,968.818822,348.398362,0,259.112954,215.124595,0
BU105_AndrGera_1.tiff,Y,105,Andropogon gerardii,Full,800,1056,702.872953,1.502405,212.554337,0.885846,0.56801,4.27918,466.401981,838.511251,2053.692848,0.692,619.114964,83.757989,0,435.673057,217.675083,0,1369.045349,684.647499,0,376.80085,461.710401,0
BU105_AndrGera_1.tiff,N,105,Andropogon gerardii,Full,1193,1958,1014.280008,1.930433,258.153547,0.841562,0.508044,4.660148,620.075965,1246.303993,2860.020157,0.604,881.298649,132.981359,0,552.672719,356.957283,0,1738.228204,1121.791953,0,458.393626,787.910367,0
BU105_AndrGera_10.tiff,N,105,Andropogon gerardii,Full,309,391,347.373212,1.125591,91.970954,0.565424,0.305296,2.547267,375.707706,174.995927,638.995131,0.432,343.81037,3.562842,0,195.447917,7.860155,0,614.301724,24.693406,0,161.314385,13.681542,0
BU105_AndrGera_10.tiff,N,105,Andropogon gerardii,Full,372,517,421.202123,1.227439,113.628787,0.730153,0.34912,3.22429,401.457291,387.358053,1019.633058,0.515,383.163502,38.038621,0,232.476166,92.070031,0,730.386524,289.246534,0,210.150934,177.207119,0
BU105_AndrGera_10.tiff,N,105,Andropogon gerardii,Full,541,738,559.322513,1.319453,131.656965,0.794451,0.42337,3.67333,448.470501,616.244214,1486.839702,0.43,498.313292,61.009221,0,315.496039,157.474765,0,992.118137,494.721565,0,289.627523,326.616691,0
BU105_AndrGera_11.tiff,N,105,Andropogon gerardii,Full,476,481,346.308806,1.388934,59.974433,0.247442,0.189337,0.884023,535.796568,25.622875,273.914575,0.495,346.308806,0,0,87.156352,0,0,273.914575,0,0,25.622875,0,0
BU105_AndrGera_11.tiff,N,105,Andropogon gerardii,Full,516,477,387.118845,1.23218,78.025913,0.296527,0.189337,1.129692,578.939699,43.302253,368.126724,0.732,387.118845,0,0,117.090036,0,0,368.126724,0,0,43.302253,0,0
BU105_AndrGera_11.tiff,N,105,Andropogon gerardii,Full,631,621,442.185753,1.404387,92.01935,0.328792,0.254022,1.272929,610.532093,61.527771,468.643297,0.523,442.185753,0,0,148.946144,0,0,468.643297,0,0,61.527771,0,0
BU105_AndrGera_12.tiff,N,105,Andropogon gerardii,Full,803,678,368.835277,1.838219,51.284772,0.217173,0.169348,1.016088,550.503761,22.176172,256.536752,0.533,368.835277,0,0,81.45614,0,0,256.536752,0,0,22.176172,0,0
BU105_AndrGera_12.tiff,N,105,Andropogon gerardii,Full,978,625,456.299926,1.369713,81.662736,0.292521,0.169348,1.36795,677.581191,61.567348,431.018847,0.768,456.299926,0,0,137.032065,0,0,431.018847,0,0,61.567348,0,0
BU105_AndrGera_12.tiff,N,105,Andropogon gerardii,Full,1111,807,577.377323,1.3977,103.381511,0.310053,0.169348,1.524132,830.640223,90.461538,577.168537,0.543,577.377323,0,0,183.45886,0,0,577.168537,0,0,90.461538,0,0
BU105_AndrGera_13.tiff,N,105,Andropogon gerardii,Full,120,104,137.503888,0.756342,23.781852,0.21424,0.084674,0.728393,238.944254,8.690328,96.243248,0.475,137.503888,0,0,30.635177,0,0,96.243248,0,0,8.690328,0,0
BU105_AndrGera_13.tiff,Y,105,Andropogon gerardii,Full,153,123,146.707094,0.838405,28.173286,0.251618,0.119747,0.871772,243.119113,13.177213,121.468283,0.578,146.707094,0,0,38.664555,0,0,121.468283,0,0,13.177213,0,0
BU105_AndrGera_13.tiff,N,105,Andropogon gerardii,Full,186,138,156.522834,0.881661,31.320778,0.277892,0.169348,1.016088,246.873095,17.379479,143.546262,0.457,156.522834,0,0,45.677855,0,0,143.546262,0,0,17.379479,0,0
BU105_AndrGera_2.tiff,N,105,Andropogon gerardii,Full,1165,1510,1168.201074,1.292586,412.187106,1.14074,0.598736,4.318374,791.72445,2427.893077,4418.5019,0.695,865.95932,302.241753,0,548.28083,857.817797,0,1723.103538,2695.398362,0,457.47501,1970.418067,0
BU105_AndrGera_2.tiff,N,105,Andropogon gerardii,Full,1586,2225,1630.534765,1.364583,496.744604,1.226505,0.682664,5.3586,860.210869,3998.416886,6656.620602,1.012,1197.557224,429.828312,3.149228,793.672096,1307.796855,16.241341,2494.862389,4110.734536,51.023678,662.812834,3269.793249,65.810804
BU105_AndrGera_2.tiff,N,105,Andropogon gerardii,Full,2976,4705,2341.601348,2.009309,598.792553,1.046805,0.49373,5.998124,1374.546626,5440.550131,8533.306758,0.895,1824.963206,497.788331,18.849811,1028.928329,1585.576316,99.983591,3237.015364,4982.183678,314.107715,829.860587,4193.453103,417.236441
BU105_AndrGera_3.tiff,N,105,Andropogon gerardii,Full,558,657,544.951825,1.205611,201.937823,0.993905,0.535525,3.471634,432.264809,841.242836,1772.757189,0.57,438.990375,105.96145,0,282.732924,281.332461,0,888.632815,884.124374,0,240.842036,600.4008,0
BU105_AndrGera_3.tiff,N,105,Andropogon gerardii,Full,923,1263,756.244014,1.670096,246.330733,0.990595,0.508044,4.065234,541.304663,1329.980357,2514.46246,0.92,599.199375,157.044639,0,349.916086,449.950694,0,1100.0454,1414.417059,0,281.979041,1048.001316,0
BU105_AndrGera_3.tiff,N,105,Andropogon gerardii,Full,1786,2815,1251.35518,2.249561,308.79484,0.873176,0.378674,5.14843,849.161959,2104.118367,3774.495523,0.784,1035.375103,214.863025,1.117052,534.5681,660.136293,5.672262,1681.897909,2074.777679,17.819935,407.153724,1674.341367,22.623275
BU105_AndrGera_4.tiff,N,105,Andropogon gerardii,Full,797,857,693.0802,1.236509,247.406186,0.890116,0.455983,3.38696,630.14265,901.969749,2024.407734,0.636,568.527518,124.552682,0,325.47849,318.377623,0,1022.85352,1001.554214,0,250.978104,650.991644,0
BU105_AndrGera_4.tiff,N,105,Andropogon gerardii,Full,1371,1570,1032.345607,1.520809,305.765647,0.92769,0.515052,4.065234,735.247744,1521.831521,3191.649524,0.975,849.252318,183.093289,0,512.079907,502.837949,0,1610.619567,1581.029957,0,405.352556,1116.478964,0
