File.Name,Success,site,species,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,total_root_length_mm,Branching.frequency.per.mm,Network.Area.mm2,average_diameter_mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,volume_mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
104_PoaPrat_8.tiff,N,104,Poa pratensis,Full,367,199,77.226786,2.576826,9.27399,0.188759,0.169348,0.900097,115.116088,3.606302,48.96616,0.127,77.226786,0,0,15.525878,0,0,48.96616,0,0,3.606302,0,0
104_PoaPrat_9.tiff,N,104,Poa pratensis,Full,73,57,26.717532,2.133431,3.975592,0.224412,0.189337,0.780656,40.287983,1.546046,19.453726,0.207,26.717532,0,0,6.177104,0,0,19.453726,0,0,1.546046,0,0
104_PoaPrat_9.tiff,N,104,Poa pratensis,Full,178,92,60.398664,1.523212,8.505041,0.205512,0.169348,0.850963,99.262963,3.016307,39.855269,0.222,60.398664,0,0,12.686326,0,0,39.855269,0,0,3.016307,0,0
104_PoaPrat_9.tiff,N,104,Poa pratensis,Full,356,277,128.511689,2.155446,18.596376,0.211714,0.169348,0.900097,198.887661,6.891408,88.930456,0.427,128.511689,0,0,28.287164,0,0,88.930456,0,0,6.891408,0,0
106_AmphBract_1.tiff,N,106,Poa pratensis,Full,412,480,350.749221,1.368499,97.57048,0.558543,0.267763,3.803739,419.287379,219.13872,648.765905,0.214,329.473133,21.276088,0,149.722435,56.631494,0,470.56791,178.197996,0,96.815675,122.323045,0
106_AmphBract_1.tiff,N,106,Poa pratensis,Full,348,409,384.443118,1.063877,136.328016,0.673085,0.34912,4.301739,472.214097,313.704163,843.69048,0.219,357.529675,26.913443,0,192.424382,76.119302,0,604.55464,239.135839,0,138.21698,175.487183,0
106_AmphBract_1.tiff,N,106,Poa pratensis,Full,405,481,457.86009,1.050539,164.279041,0.784098,0.42337,4.522734,492.781672,484.851771,1172.570934,0.246,416.03594,41.824151,0,251.907044,121.239115,0,791.68702,380.883914,0,195.401341,289.45043,0
106_AmphBract_2.tiff,N,106,Poa pratensis,Full,493,441,302.327887,1.458681,67.875428,0.384554,0.239494,2.939298,420.532084,83.850085,380.681076,0.093,297.227632,5.100256,0,108.653311,12.480681,0,341.47186,39.209216,0,59.543751,24.306334,0
106_AmphBract_2.tiff,Y,106,Poa pratensis,Full,419,483,431.548214,1.119226,118.778414,0.47871,0.338696,3.640982,575.816533,167.66436,664.83927,0.173,419.561769,11.986445,0,180.397143,31.126376,0,567.052877,97.786393,0,102.145846,65.518514,0
106_AmphBract_2.tiff,N,106,Poa pratensis,Full,468,595,501.581021,1.186249,153.739601,0.559963,0.378674,4.129106,614.823831,267.830471,915.023325,0.15,482.404763,19.176258,0,238.534437,52.516806,0,750.036912,164.986413,0,149.769276,118.061195,0
106_AmphBract_3.tiff,N,106,Poa pratensis,Full,521,539,442.239447,1.218797,88.470354,0.330751,0.189337,3.22429,672.406889,95.953078,467.328542,0.276,434.314131,7.925316,0,128.805364,19.841908,0,404.993349,62.335194,0,56.289999,39.663079,0
106_AmphBract_3.tiff,Y,106,Poa pratensis,Full,396,516,483.289496,1.067683,127.075535,0.394796,0.267763,3.472667,735.879864,135.78203,612.051203,0.852,473.111293,10.178203,0,167.471987,27.164099,0,526.712669,85.338535,0,77.249404,58.532626,0
106_AmphBract_3.tiff,Y,106,Poa pratensis,Full,455,665,550.849434,1.207226,151.3037,0.455542,0.338696,3.74102,751.395627,193.943017,807.852097,0.421,537.439821,13.409613,0,220.511275,36.473031,0,693.26869,114.583407,0,113.45073,80.492287,0
106_AmphBract_4.tiff,N,106,Poa pratensis,Full,572,351,272.272605,1.289149,43.502077,0.261052,0.169348,1.197471,420.334963,26.556458,225.294679,0.313,272.272605,0,0,71.513666,0,0,225.294679,0,0,26.556458,0,0
106_AmphBract_4.tiff,N,106,Poa pratensis,Full,509,427,436.028496,0.979294,89.276944,0.348007,0.189337,1.87051,656.046576,85.287398,477.324891,0.382,436.028496,0,0,151.802746,0,0,477.324891,0,0,85.287398,0,0
106_AmphBract_4.tiff,N,106,Poa pratensis,Full,609,695,576.198421,1.206182,132.535252,0.38092,0.189337,3.08218,860.786286,153.288985,697.38444,0.358,569.382894,6.815527,0,204.796904,16.95713,0,644.112046,53.272394,0,119.61115,33.677836,0
106_AmphBract_5.tiff,N,106,Poa pratensis,Full,475,523,315.565358,1.657343,74.030605,0.473083,0.267763,2.613946,360.903479,121.777898,490.391029,0.22,309.974595,5.590763,0,143.483488,12.557091,0,450.941763,39.449266,0,99.502526,22.275372,0
106_AmphBract_5.tiff,N,106,Poa pratensis,Full,307,337,339.947216,0.99133,119.414724,0.600114,0.338696,3.565369,463.751932,225.525079,661.630687,0.248,316.912789,23.034427,0,151.283838,59.28404,0,475.384383,186.246304,0,102.42835,123.096729,0
106_AmphBract_5.tiff,N,106,Poa pratensis,Full,371,415,397.844686,1.043121,146.516141,0.6634,0.34912,4.353924,507.140273,324.282865,860.253634,0.236,365.455242,32.389444,0,185.171778,88.540911,0,582.094158,278.159475,0,125.017327,199.265537,0
106_AmphBract_6.tiff,N,106,Poa pratensis,Full,1482,1074,966.057969,1.111735,164.94403,0.238247,0.169348,1.992989,1633.183005,86.149896,738.674256,0.963,966.057969,0,0,235.046079,0,0,738.674256,0,0,86.149896,0,0
106_AmphBract_6.tiff,Y,106,Poa pratensis,Full,968,1072,1152.399689,0.930233,232.050509,0.279467,0.189337,2.201524,1934.711475,142.433137,1024.660148,1.159,1151.233035,1.166653,0,323.577502,2.44067,0,1016.992556,7.667592,0,138.418349,4.014788,0
106_AmphBract_6.tiff,Y,106,Poa pratensis,Full,1080,1232,1257.44954,0.979761,272.157739,0.317219,0.189337,2.443839,2028.56643,213.81381,1280.451845,1.027,1250.569368,6.880172,0,392.688363,14.697114,0,1234.2795,46.172345,0,189.095704,24.718105,0
107_PoaPrat_1.tiff,N,107,Poa pratensis,Full,2035,4363,2319.900112,1.880684,696.565576,0.86,0.431754,8.678156,1634.625695,4171.724629,6761.402594,0.554,2049.361208,221.626119,48.912785,1190.069664,643.466488,316.794918,3742.137719,2024.024288,995.240587,943.413383,1579.164224,1649.147023
107_PoaPrat_1.tiff,N,107,Poa pratensis,Full,1752,3782,2471.857453,1.530024,1005.941161,1.35046,0.69824,11.25623,1255.751762,9406.265358,11283.3014,0.696,1832.014488,532.365288,107.477677,1204.702266,1662.545838,723.536074,3787.203994,5223.04179,2273.055615,1028.979387,4349.979185,4027.306786
107_PoaPrat_1.tiff,N,107,Poa pratensis,Full,2504,5970,3091.861561,1.930876,1252.298781,1.498546,0.598736,11.481995,1544.377535,17274.79116,16401.06142,0.755,2171.89574,658.180315,261.785506,1282.860579,2108.451388,1826.608137,4034.895221,6626.13878,5740.027417,1097.687227,5662.772213,10514.33172
107_PoaPrat_2.tiff,N,107,Poa pratensis,Full,122,162,107.155485,1.511822,22.853378,0.315962,0.267763,1.250197,152.090052,12.074164,109.158785,0.071,107.155485,0,0,34.700423,0,0,109.158785,0,0,12.074164,0,0
107_PoaPrat_2.tiff,Y,107,Poa pratensis,Full,113,199,125.817165,1.58166,33.086314,0.394818,0.34912,1.32265,163.263798,21.855829,161.123566,0.1,125.817165,0,0,51.24372,0,0,161.123566,0,0,21.855829,0,0
107_PoaPrat_2.tiff,N,107,Poa pratensis,Full,240,248,154.166541,1.60865,42.498321,0.426581,0.359241,1.670032,199.196269,36.153498,219.129334,0.088,154.166541,0,0,69.653502,0,0,219.129334,0,0,36.153498,0,0
107_PoaPrat_3.tiff,N,107,Poa pratensis,Full,491,413,265.488714,1.555622,47.812851,0.260677,0.189337,1.179372,399.466132,22.349935,223.696793,0.085,265.488714,0,0,71.131937,0,0,223.696793,0,0,22.349935,0,0
107_PoaPrat_3.tiff,N,107,Poa pratensis,Full,452,500,334.767876,1.493572,72.704212,0.337402,0.254022,1.949342,462.998251,51.204445,363.679677,0.142,334.767876,0,0,115.548467,0,0,363.679677,0,0,51.204445,0,0
107_PoaPrat_3.tiff,N,107,Poa pratensis,Full,458,572,378.972442,1.509345,91.3687,0.414452,0.338696,2.201524,464.169159,85.810643,505.30011,0.148,378.129957,0.842485,0,158.917384,1.76892,0,499.742883,5.557227,0,82.891441,2.919202,0
107_PoaPrat_4.tiff,N,107,Poa pratensis,Full,660,891,435.221829,2.047232,92.01218,0.482037,0.189337,3.620247,481.946799,229.801241,702.291972,0.3,411.046796,24.175033,0,163.530943,59.830438,0,514.329108,187.962864,0,109.390869,120.410372,0
107_PoaPrat_4.tiff,N,107,Poa pratensis,Full,664,940,575.597636,1.633085,164.158949,0.633349,0.34912,4.318374,594.517077,492.412591,1217.388628,0.512,526.291052,49.306583,0,245.292687,142.173695,0,770.736792,446.651836,0,155.921336,336.491255,0
107_PoaPrat_4.tiff,N,107,Poa pratensis,Full,847,1152,764.402165,1.50706,217.067655,0.737019,0.42337,4.725083,701.410973,827.967433,1883.35658,0.458,686.48638,77.915785,0,368.338884,230.741023,0,1158.462277,724.894303,0,263.953994,564.013439,0
107_PoaPrat_5.tiff,N,107,Poa pratensis,Full,1375,1640,831.041868,1.973426,208.001586,0.600341,0.254022,5.010097,824.325934,718.71852,1706.793588,0.384,755.945428,74.99423,0.102211,335.123399,207.015627,0.512085,1054.145476,651.03935,1.608762,240.596179,476.107327,2.015014
107_PoaPrat_5.tiff,N,107,Poa pratensis,Full,1416,2037,1225.259547,1.662505,351.52976,0.722814,0.359241,6.513297,1101.621222,1559.838708,2995.401037,0.494,1105.282307,105.722133,14.255107,549.187121,323.315054,80.532946,1726.675127,1015.724199,253.001711,377.763142,822.87355,359.202016
107_PoaPrat_5.tiff,N,107,Poa pratensis,Full,1425,2204,1472.292212,1.496985,447.415364,0.889887,0.478988,7.794149,1103.066698,2518.010235,4394.343662,0.484,1281.120069,171.100059,20.072083,760.483994,512.784486,124.791257,2390.833598,1611.466769,392.043295,600.126899,1295.993379,621.889957
107_PoaPrat_6.tiff,N,107,Poa pratensis,Full,2064,2719,1281.944538,2.120997,268.621291,0.459709,0.254022,4.002135,1350.642339,617.436056,1997.975844,0.579,1226.201182,55.743356,0,485.329345,149.732136,0,1527.578467,470.397377,0,291.290123,326.145933,0
107_PoaPrat_6.tiff,N,107,Poa pratensis,Full,2370,3494,1940.407509,1.800653,506.778581,0.631591,0.359241,5.490768,1726.12853,1704.033686,4143.480134,0.789,1804.868216,129.075227,6.464066,895.69779,388.662753,33.552601,2817.051481,1221.02005,105.408604,589.44521,977.745582,136.842894
107_PoaPrat_6.tiff,N,107,Poa pratensis,Full,2542,3994,2422.431379,1.648757,693.651099,0.83489,0.515052,5.832681,1721.245085,3322.078092,6810.521352,0.796,2149.412342,258.51541,14.503628,1306.174749,782.777391,77.18005,4107.93878,2460.114293,242.468279,1010.635548,1988.492291,322.950252
107_PoaPrat_7.tiff,N,107,Poa pratensis,Full,640,502,207.974254,2.41376,23.305068,0.192627,0.169348,0.900097,298.941443,9.606847,128.272195,0.163,207.974254,0,0,40.684193,0,0,128.272195,0,0,9.606847,0,0
107_PoaPrat_7.tiff,N,107,Poa pratensis,Full,1000,1197,549.588778,2.177992,90.585412,0.32389,0.189337,1.714518,634.517425,86.449168,583.8819,0.24,549.588778,0,0,185.508693,0,0,583.8819,0,0,86.449168,0,0
107_PoaPrat_7.tiff,N,107,Poa pratensis,Full,1109,1702,833.43788,2.042144,165.75062,0.502442,0.305296,2.726713,720.26105,350.002755,1392.794202,0.269,816.269514,17.168366,0,405.189424,37.558365,0,1273.984177,118.810025,0,284.213601,65.789154,0
107_PoaPrat_8.tiff,N,107,Poa pratensis,Full,220,160,69.288402,2.309189,9.121634,0.197354,0.169348,0.766756,103.774454,3.184592,44.606627,0.08,69.288402,0,0,14.174308,0,0,44.606627,0,0,3.184592,0,0
107_PoaPrat_8.tiff,N,107,Poa pratensis,Full,818,628,318.926699,1.969105,51.152133,0.281479,0.189337,1.314494,412.975677,36.046566,295.427729,0.182,318.926699,0,0,93.861443,0,0,295.427729,0,0,36.046566,0,0
107_PoaPrat_8.tiff,N,107,Poa pratensis,Full,1054,1290,638.562817,2.020161,124.582276,0.438737,0.267763,2.896296,622.089557,199.833888,924.900255,0.268,629.444285,9.118532,0,273.160954,21.056823,0,858.748295,66.15196,0,161.229867,38.604021,0
107_PoaPrat_9.tiff,N,107,Poa pratensis,Full,1595,2224,1502.354043,1.480343,461.953697,0.979746,0.515052,6.58718,1083.671189,2952.686569,4933.542082,0.59,1261.055354,225.204522,16.094167,756.198296,722.271618,91.295868,2377.332138,2269.395517,286.814427,600.030267,1943.048924,409.607378
107_PoaPrat_9.tiff,N,107,Poa pratensis,Full,2104,2750,2140.484302,1.284756,716.945412,1.283875,0.598736,7.886964,1377.378706,7760.86514,9357.66355,0.835,1634.338081,382.952615,123.193606,1001.956519,1231.75625,743.875123,3149.586452,3870.168322,2337.908776,826.311955,3350.438574,3584.114611
107_PoaPrat_9.tiff,Y,107,Poa pratensis,Full,2643,4737,2870.886167,1.650013,947.959901,1.387085,0.515052,10.710843,1761.82184,15207.17466,14107.80332,0.923,2161.37151,444.564185,264.950472,1226.815305,1424.571452,1836.482404,3859.763032,4477.372787,5770.667501,987.710615,3843.535173,10375.92887
108_PoaPrat_1.tiff,N,108,Poa pratensis,Full,1451,1141,560.637666,2.035183,84.844285,0.255848,0.169348,1.701926,778.535851,54.253343,468.937094,0.552,560.637666,0,0,148.944473,0,0,468.937094,0,0,54.253343,0,0
108_PoaPrat_1.tiff,N,108,Poa pratensis,Full,2540,2288,1167.733088,1.959352,210.034192,0.315422,0.169348,2.222592,1524.687759,184.511402,1208.499165,0.859,1167.130097,0.602991,0,382.99044,1.272544,0,1204.50135,3.997815,0,182.400288,2.111113,0
108_PoaPrat_1.tiff,N,108,Poa pratensis,Full,3402,3213,1638.965262,1.960383,301.141199,0.330444,0.189337,2.575259,2109.31968,309.37088,1782.573275,0.939,1633.914608,5.050655,0,555.297767,11.56708,0,1746.234223,36.339052,0,288.448792,20.922088,0
108_PoaPrat_10.tiff,N,108,Poa pratensis,Full,218,326,141.242023,2.308095,22.037826,0.292766,0.189337,0.915889,174.163581,15.402115,134.182004,0.132,141.242023,0,0,42.680829,0,0,134.182004,0,0,15.402115,0,0
108_PoaPrat_10.tiff,N,108,Poa pratensis,Full,303,221,160.153381,1.379927,34.790907,0.317619,0.169348,1.338814,241.970919,25.434581,166.905649,0.164,160.153381,0,0,53.127718,0,0,166.905649,0,0,25.434581,0,0
108_PoaPrat_10.tiff,N,108,Poa pratensis,Full,393,351,224.534519,1.563234,44.220838,0.330166,0.169348,1.554408,315.179214,40.155974,243.357167,0.149,224.534519,0,0,77.44696,0,0,243.357167,0,0,40.155974,0,0
108_PoaPrat_11.tiff,N,108,Poa pratensis,Full,558,524,237.118793,2.209863,41.768805,0.320189,0.239494,1.136021,284.045264,31.057235,245.331923,0.094,237.118793,0,0,77.938736,0,0,245.331923,0,0,31.057235,0,0
108_PoaPrat_11.tiff,N,108,Poa pratensis,Full,909,519,330.668149,1.569549,70.834716,0.354763,0.169348,1.695596,465.432949,69.562146,385.249642,0.152,330.668149,0,0,122.538724,0,0,385.249642,0,0,69.562146,0,0
108_PoaPrat_11.tiff,N,108,Poa pratensis,Full,944,742,460.980514,1.609613,92.07133,0.343638,0.169348,1.849308,653.191907,99.730275,516.672261,0.163,460.980514,0,0,164.280758,0,0,516.672261,0,0,99.730275,0,0
108_PoaPrat_12.tiff,N,108,Poa pratensis,Full,219,171,81.523155,2.097564,11.367539,0.20987,0.169348,0.718483,120.977679,4.255052,55.691035,0.118,81.523155,0,0,17.696589,0,0,55.691035,0,0,4.255052,0,0
108_PoaPrat_12.tiff,N,108,Poa pratensis,Full,541,297,186.170911,1.595308,31.991144,0.256729,0.169348,0.935255,288.774243,18.185595,157.603707,0.205,186.170911,0,0,50.135577,0,0,157.603707,0,0,18.185595,0,0
108_PoaPrat_12.tiff,N,108,Poa pratensis,Full,931,553,343.893245,1.608057,52.146927,0.223546,0.119747,1.113713,544.580335,27.448151,252.029423,0.206,343.893245,0,0,80.112121,0,0,252.029423,0,0,27.448151,0,0
108_PoaPrat_13.tiff,N,108,Poa pratensis,Full,311,403,138.406904,2.911704,17.9995,0.229267,0.169348,0.911967,182.068957,8.882432,101.735286,0.109,138.406904,0,0,32.337004,0,0,101.735286,0,0,8.882432,0,0
108_PoaPrat_13.tiff,N,108,Poa pratensis,Full,277,295,148.763054,1.983019,33.12037,0.353046,0.189337,1.197471,195.605065,28.261767,177.689766,0.128,148.763054,0,0,56.532114,0,0,177.689766,0,0,28.261767,0,0
108_PoaPrat_13.tiff,N,108,Poa pratensis,Full,279,267,171.711774,1.554931,39.42611,0.380176,0.189337,1.28135,226.090804,36.848268,216.692962,0.123,171.711774,0,0,68.95616,0,0,216.692962,0,0,36.848268,0,0
108_PoaPrat_14.tiff,N,108,Poa pratensis,Full,167,83,80.848985,1.026605,10.566326,0.166247,0.119747,0.535525,146.138926,2.47373,43.228791,0.073,80.848985,0,0,13.72552,0,0,43.228791,0,0,2.47373,0,0
108_PoaPrat_14.tiff,Y,108,Poa pratensis,Full,223,113,130.790321,0.863978,18.184119,0.17735,0.169348,0.682664,235.998215,4.658014,74.150036,0.092,130.790321,0,0,23.586658,0,0,74.150036,0,0,4.658014,0,0
108_PoaPrat_14.tiff,N,108,Poa pratensis,Full,203,133,159.579358,0.833441,23.339124,0.196272,0.169348,0.871772,282.84117,7.166519,98.643884,0.102,159.579358,0,0,31.399323,0,0,98.643884,0,0,7.166519,0,0
108_PoaPrat_15.tiff,N,108,Poa pratensis,Full,120,156,58.150762,2.682682,9.302669,0.245074,0.189337,0.718483,77.038441,4.144645,46.336613,0.065,58.150762,0,0,14.723231,0,0,46.336613,0,0,4.144645,0,0
108_PoaPrat_15.tiff,Y,108,Poa pratensis,Full,81,73,67.219907,1.085988,21.993015,0.43048,0.508044,1.01961,100.081806,13.2022,93.469794,0.074,67.219907,0,0,29.752359,0,0,93.469794,0,0,13.2022,0,0
108_PoaPrat_15.tiff,N,108,Poa pratensis,Full,145,79,80.261252,0.984286,26.560106,0.439157,0.515052,1.139172,121.650211,18.393865,115.72437,0.068,80.261252,0,0,36.828195,0,0,115.72437,0,0,18.393865,0,0
108_PoaPrat_16.tiff,N,108,Poa pratensis,Full,331,345,220.797594,1.562517,48.271711,0.335357,0.189337,1.25877,310.6822,35.559916,236.627378,0.121,220.797594,0,0,75.24246,0,0,236.627378,0,0,35.559916,0,0
108_PoaPrat_16.tiff,Y,108,Poa pratensis,Full,322,402,291.382456,1.37963,74.349656,0.383165,0.239494,1.498036,416.049899,62.661131,353.741805,0.155,291.382456,0,0,112.547993,0,0,353.741805,0,0,62.661131,0,0
108_PoaPrat_16.tiff,N,108,Poa pratensis,Full,318,360,316.102066,1.138873,89.015251,0.444203,0.254022,1.7862,436.169304,90.155603,446.519369,0.145,316.102066,0,0,142.04868,0,0,446.519369,0,0,90.155603,0,0
108_PoaPrat_17.tiff,N,108,Poa pratensis,Full,262,166,81.01438,2.049019,9.533891,0.180808,0.119747,0.661325,127.745154,2.945194,46.602356,0.088,81.01438,0,0,14.77596,0,0,46.602356,0,0,2.945194,0,0
108_PoaPrat_17.tiff,N,108,Poa pratensis,Full,520,570,251.88659,2.262923,41.41032,0.261348,0.169348,1.060962,343.580986,23.116981,214.595983,0.172,251.88659,0,0,68.277013,0,0,214.595983,0,0,23.116981,0,0
108_PoaPrat_17.tiff,N,108,Poa pratensis,Full,597,657,355.979194,1.845613,66.400265,0.307502,0.189337,1.533512,478.699224,48.336022,357.608379,0.199,355.979194,0,0,113.75216,0,0,357.608379,0,0,48.336022,0,0
108_PoaPrat_2.tiff,N,108,Poa pratensis,Full,399,282,129.549694,2.176771,16.296699,0.178861,0.169348,0.592718,209.573001,4.35287,74.801842,0.279,129.549694,0,0,23.757379,0,0,74.801842,0,0,4.35287,0,0
108_PoaPrat_2.tiff,N,108,Poa pratensis,Full,473,507,250.506312,2.023901,46.020429,0.306104,0.239494,0.98746,321.324436,28.728429,244.962706,0.331,250.506312,0,0,77.912188,0,0,244.962706,0,0,28.728429,0,0
108_PoaPrat_2.tiff,N,108,Poa pratensis,Full,808,450,278.351899,1.616659,60.892153,0.33523,0.189337,1.441946,397.424111,44.689837,304.740419,0.305,278.351899,0,0,96.92605,0,0,304.740419,0,0,44.689837,0,0
108_PoaPrat_3.tiff,N,108,Poa pratensis,Full,272,452,234.53864,1.927188,45.563362,0.355041,0.189337,1.533512,296.76278,45.38513,267.946142,0.146,234.53864,0,0,85.258541,0,0,267.946142,0,0,45.38513,0,0
108_PoaPrat_3.tiff,N,108,Poa pratensis,Full,242,410,245.152337,1.67243,62.118169,0.440424,0.189337,1.608806,310.859328,70.882986,347.496757,0.215,245.152337,0,0,110.499075,0,0,347.496757,0,0,70.882986,0,0
108_PoaPrat_3.tiff,N,108,Poa pratensis,Full,341,369,267.331941,1.380306,74.030605,0.519139,0.267763,1.849308,318.322248,105.006421,444.285112,0.207,267.331941,0,0,141.361441,0,0,444.285112,0,0,105.006421,0,0
108_PoaPrat_4.tiff,N,108,Poa pratensis,Full,496,390,192.34266,2.027631,24.701365,0.199145,0.169348,0.762066,288.254768,8.751025,122.837468,0.144,192.34266,0,0,39.084349,0,0,122.837468,0,0,8.751025,0,0
108_PoaPrat_4.tiff,N,108,Poa pratensis,Full,671,687,359.07186,1.913266,63.700878,0.28141,0.169348,1.139172,504.833883,43.197452,332.341793,0.209,359.07186,0,0,105.623726,0,0,332.341793,0,0,43.197452,0,0
108_PoaPrat_4.tiff,N,108,Poa pratensis,Full,787,803,468.590135,1.713651,86.003982,0.306576,0.189337,1.292493,639.149267,66.392194,465.314761,0.216,468.590135,0,0,148.030239,0,0,465.314761,0,0,66.392194,0,0
108_PoaPrat_5.tiff,N,108,Poa pratensis,Full,321,259,135.268803,1.914706,17.359605,0.174481,0.169348,0.610593,224.561207,4.112749,75.913337,0.125,135.268803,0,0,24.143687,0,0,75.913337,0,0,4.112749,0,0
108_PoaPrat_5.tiff,Y,108,Poa pratensis,Full,683,489,273.814362,1.785881,37.069075,0.194586,0.169348,0.723455,438.853822,11.375696,170.097049,0.258,273.814362,0,0,54.095046,0,0,170.097049,0,0,11.375696,0,0
108_PoaPrat_5.tiff,N,108,Poa pratensis,Full,731,653,390.844125,1.670743,53.363981,0.206879,0.169348,0.850963,610.074181,19.203557,254.678276,0.261,390.844125,0,0,80.938316,0,0,254.678276,0,0,19.203557,0,0
108_PoaPrat_6.tiff,N,108,Poa pratensis,Full,191,149,93.025538,1.601711,11.272541,0.164665,0.169348,0.56801,159.148208,2.403114,48.679428,0.092,93.025538,0,0,15.479111,0,0,48.679428,0,0,2.403114,0,0
108_PoaPrat_6.tiff,N,108,Poa pratensis,Full,438,324,193.881747,1.671122,23.613365,0.177195,0.169348,0.682664,315.869497,6.415834,108.23137,0.239,193.881747,0,0,34.419874,0,0,108.23137,0,0,6.415834,0,0
108_PoaPrat_6.tiff,N,108,Poa pratensis,Full,410,396,258.033361,1.534685,34.063184,0.193372,0.169348,0.780656,417.589769,10.582827,156.02883,0.241,258.033361,0,0,49.616283,0,0,156.02883,0,0,10.582827,0,0
108_PoaPrat_7a.tiff,N,108,Poa pratensis,Full,238,257,92.353433,2.782788,13.242412,0.220596,0.169348,0.757347,129.782013,5.2406,66.382587,0.06,92.353433,0,0,21.08182,0,0,66.382587,0,0,5.2406,0,0
108_PoaPrat_7a.tiff,N,108,Poa pratensis,Full,298,212,141.885108,1.494167,32.329912,0.330307,0.254022,0.98746,206.587833,19.078332,151.272082,0.08,141.885108,0,0,48.151399,0,0,151.272082,0,0,19.078332,0,0
108_PoaPrat_7a.tiff,N,108,Poa pratensis,Full,399,331,213.997841,1.546745,44.783658,0.317247,0.189337,1.250197,305.020044,29.478523,218.742459,0.069,213.997841,0,0,69.525143,0,0,218.742459,0,0,29.478523,0,0
108_PoaPrat_7b.tiff,N,108,Poa pratensis,Full,151,77,32.618666,2.360612,4.326906,0.21503,0.169348,0.931414,47.901896,2.223342,23.648036,0.035,32.618666,0,0,7.478753,0,0,23.648036,0,0,2.223342,0,0
108_PoaPrat_7b.tiff,N,108,Poa pratensis,Full,345,225,134.377145,1.674392,26.798498,0.29685,0.239494,1.212347,191.931148,14.827339,130.295621,0.069,134.377145,0,0,41.466368,0,0,130.295621,0,0,14.827339,0,0
108_PoaPrat_7b.tiff,N,108,Poa pratensis,Full,409,247,190.862966,1.294122,38.615935,0.298629,0.169348,1.401604,292.492974,23.882333,183.559189,0.076,190.862966,0,0,58.410549,0,0,183.559189,0,0,23.882333,0,0
108_PoaPrat_8.tiff,N,108,Poa pratensis,Full,586,541,187.069959,2.891966,23.477141,0.211303,0.169348,0.84674,258.018921,10.140392,126.454172,0.148,187.069959,0,0,40.195023,0,0,126.454172,0,0,10.140392,0,0
108_PoaPrat_8.tiff,N,108,Poa pratensis,Full,507,517,269.547779,1.918027,66.762334,0.374212,0.189337,1.439458,373.02274,65.605599,332.905082,0.182,269.547779,0,0,105.908694,0,0,332.905082,0,0,65.605599,0,0
108_PoaPrat_8.tiff,N,108,Poa pratensis,Full,294,379,268.365049,1.412255,87.165471,0.494841,0.305296,1.608806,366.507221,97.952982,429.651191,0.178,268.365049,0,0,136.678378,0,0,429.651191,0,0,97.952982,0,0
108_PoaPrat_9.tiff,N,108,Poa pratensis,Full,280,130,76.44916,1.700477,6.8829,0.122737,0.084674,0.378674,137.4806,1.083867,29.720907,0.088,76.44916,0,0,9.447373,0,0,29.720907,0,0,1.083867,0,0
108_PoaPrat_9.tiff,N,108,Poa pratensis,Full,464,296,213.010897,1.3896,19.867203,0.137826,0.084674,0.542178,372.661433,3.997795,91.572958,0.124,213.010897,0,0,29.105074,0,0,91.572958,0,0,3.997795,0,0
108_PoaPrat_9.tiff,N,108,Poa pratensis,Full,371,355,270.981522,1.310052,28.877707,0.156876,0.119747,0.598736,463.165836,6.843821,131.220973,0.132,270.981522,0,0,41.758794,0,0,131.220973,0,0,6.843821,0,0
110_AmpBract_1.tiff,N,110,Amphicarpa bracteata,Full,508,522,278.137508,1.87677,58.760963,0.397403,0.254022,2.773639,342.722336,83.363963,364.046747,0.133,271.022613,7.114895,0,99.029695,16.592662,0,311.919361,52.127386,0,52.761224,30.602739,0
110_AmpBract_1.tiff,Y,110,Amphicarpa bracteata,Full,454,486,384.979952,1.262403,116.894579,0.514933,0.34912,3.26846,511.973011,173.170616,642.301795,0.191,370.748399,14.231553,0,167.879219,36.486036,0,527.677534,114.624261,0,98.325553,74.845063,0
110_AmpBract_1.tiff,Y,110,Amphicarpa bracteata,Full,550,683,484.70832,1.409095,151.377189,0.570873,0.378674,3.565369,597.985739,261.671,902.401908,0.187,464.653774,20.054546,0,234.062122,53.112474,0,735.544151,166.857757,0,148.483374,113.187626,0
110_AmpBract_2.tiff,N,110,Amphicarpa bracteata,Full,532,465,226.667571,2.051462,44.830261,0.400942,0.189337,2.490337,268.994264,72.386759,306.452782,0.331,222.698895,3.968676,0,88.862403,8.549015,0,279.595259,26.857523,0,57.867829,14.518929,0
